
车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
长城C20R 2013款 1.5L 手动都市型,严选车,¥2.57,新车指导价6.80万(含税),2014-05,4.29万公里,国四,1.5,0次过户,2020-5,2019-5,已过期,1.5L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/liuzhou/9d8923c61b97f25fx.htm
东南DX7 2017款 2.0T 手动CCPC冠军版,严选车,6.90,原价7.05万,2017-06,2.69万公里,国五,2.0,0次过户,2019-6,2020-5,已过期,2.0T 194马力 L4,5档手动变速箱(MT),https://www.guazi.com/huizhou/00110f49d5186872x.htm
雪佛兰 迈锐宝 2017款 1.5T 自动豪华版,严选车,10.09,原价10.91万,2017-09,1.43万公里,国五,1.5,0次过户,2019-9,2019-9,已过期,1.5T 170马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/huizhou/f44575a15f368d8fx.htm
中华V5 2016款 1.5T 自动两驱智能型,严选车,5.08,原价5.16万,2016-10,2.01万公里,国四,1.5,0次过户,2020-10,2020-1,已过期,1.5T 150马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/liuzhou/ac1f6ec40d02ebfex.htm
传祺GS5 2013款 1.8T 自动四驱至尊版,严选车,4.74,原价4.95万,2013-11,14.54万公里,国四,1.8,0次过户,2019-11,2019-12,已过期,1.8T 177马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/gz/3e43638f81880d80x.htm
吉利 经典帝豪 2012款 三厢 1.5L 手动超悦惠民型,严选车,2.77,原价2.85万,2012-11,2.91万公里,国四,1.5,0次过户,2019-11,2020-1,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/huizhou/ec3d81a12499ad14x.htm
起亚K5 2017款 2.0L 自动15周年特别版LUX,严选车,11.80,原价12.08万,2018-01,3.63万公里,国五,2.0,0次过户,2020-1,2019-12,已过期,2.0L 161马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/387239786bd6d88fx.htm
奥迪Q5 2013款 40 TFSI 技术型,严选车,¥22.67,新车指导价46.40万(含税),2014-06,3.89万公里,国四,2.0,0次过户,2020-6,2020-5,已过期,2.0T 211马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/sz/2dcf56b737761629x.htm
别克 君威 2015款 1.6T 领先技术型,严选车,¥8.50,新车指导价20.60万(含税),2016-01,2.77万公里,国五,1.6,1次过户,2020-1,2020-2,已过期,1.6T 184马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nn/8413fb73d45a642ex.htm
本田XR-V 2015款 1.5L LXi CVT经典版,严选车,¥9.66,新车指导价15.00万(含税),2015-12,3.28万公里,国五,1.5,0次过户,2019-12,2020-1,已过期,1.5L 131马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/huizhou/cd29ac63ada9addex.htm
丰田 卡罗拉 2017款 1.2T 手动GL,严选车,7.03,原价7.18万,2017-04,7.2万公里,国五,1.2,0次过户,2021-4,2020-3,已过期,1.2T 116马力 L4,6档手动变速箱(MT),https://www.guazi.com/dg/45d22e15d65c150bx.htm
传祺GS5 Super 2015款 1.8T 自动两驱豪华导航版,严选车,6.79,原价6.99万,2015-02,4.82万公里,国五,1.8,0次过户,2021-2,2020-2,已过期,1.8T 177马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/huizhou/11801b102fdc12a1x.htm
福特 嘉年华 2013款 两厢 1.5L 自动时尚型,严选车,4.15,原价4.32万,2014-10,6.13万公里,国四,1.5,1次过户,2020-10,2019-10,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/nn/f3811a84dc2f394dx.htm
五菱宏光 2015款 1.5L S基本型,严选车,2.88,原价2.92万,2016-08,3.16万公里,国五,1.5,0次过户,2020-8,2019-8,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/zhongshan/7d1d1b4135c3eb2bx.htm
奥迪A6L 2014款 TFSI 标准型,严选车,¥20.71,新车指导价44.50万(含税),2014-08,6.48万公里,国四,2.0,0次过户,2020-8,2019-8,已过期,2.0T 180马力 L4,8档无级变速箱(CVT),https://www.guazi.com/gz/99c9d4d443b2215fx.htm
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,严选车,11.01,原价11.9万,2014-03,6.21万公里,国五,2.0,0次过户,2020-3,2020-3,已过期,2.0T 203马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nn/a738ae5ff8572ef2x.htm
现代 悦动 2011款 1.6L 手动舒适型,严选车,¥3.67,新车指导价10.80万(含税),2014-12,4.49万公里,国四,1.6,1次过户,2020-12,2019-12,已过期,1.6L 123马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/ec4bd3195ba795ddx.htm
大众 凌渡 2015款 280TSI 手动舒适版,严选车,¥9.19,新车指导价18.40万(含税),2015-08,6.73万公里,国五,1.4,0次过户,2019-8,2019-7,已过期,1.4T 150马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/40e500b183be9d79x.htm
吉利 博越 2016款 1.8TD 自动智尊型,严选车,8.26,原价8.81万,2016-09,3.7万公里,国五,1.8,0次过户,2020-9,2019-8,已过期,1.8T 184马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/e235bd762304adaex.htm
别克GL8 2014款 3.0L XT豪华商务旗舰版,严选车,18.43,原价19.34万,2015-03,8.89万公里,国五,3.0,0次过户,2021-3,2020-3,已过期,3.0L 258马力 V6,6档手自一体变速箱(AT),https://www.guazi.com/huizhou/0c233de0047e1255x.htm
荣威RX5 2016款 20T 两驱自动互联网智享版,严选车,¥10.10,新车指导价16.20万(含税),2017-09,1.87万公里,国五,1.5,0次过户,2019-9,2020-5,2020-5,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/2a90438aaca40919x.htm
宝马3系 2016款 320Li 时尚型,严选车,¥21.12,新车指导价38.00万(含税),2016-06,5.56万公里,国五,2.0,0次过户,2020-6,2020-5,已过期,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/dg/c8a9f5e763c9551fx.htm
荣威RX5 2016款 20T 两驱自动互联网智享版,严选车,9.20,原价9.51万,2017-04,2.12万公里,国五,1.5,1次过户,2021-4,2020-4,2020-4,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/dg/c58aa9250f6edbc4x.htm
日产 骐达 2008款 1.6L 手动时尚型,严选车,¥3.25,新车指导价11.60万(含税),2010-06,9.61万公里,国四,1.6,1次过户,2019-6,2019-6,已过期,1.6L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/foshan/900d8441ad987eb3x.htm
东风风行 菱智 2016款 M5 2.0L 7座长轴舒适型,严选车,4.75,原价4.8万,2016-04,5.1万公里,国四,2.0,0次过户,2020-4,2020-4,已过期,2.0L 121马力 L4,5档手动变速箱(MT),https://www.guazi.com/nn/5866c2d223d51e87x.htm
宝马2系旅行车(进口) 2015款 218i 运动设计套装(进口),严选车,¥14.93,新车指导价34.70万(含税),2015-07,3.11万公里,国四,1.5,0次过户,2021-7,2020-5,已过期,1.5T 136马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/dg/d8164b27850e8cfex.htm
大众 捷达 2017款 1.5L 自动舒适型,严选车,7.21,原价7.41万,2018-04,1.08万公里,国五,1.5,0次过户,2020-4,2020-4,已过期,1.5L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/nn/6e57dcbd93b60ab6x.htm
雪铁龙C4L 2013款 1.8L 自动劲享版,严选车,¥5.55,新车指导价15.60万(含税),2013-12,6.38万公里,国四,1.8,0次过户,2019-12,2019-12,已过期,1.8L 139马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/e2f2b93f511d2301x.htm
荣威RX5 2018款 20T 两驱自动互联网智尊版,严选车,9.78,原价10.14万,2017-12,4.83万公里,国五,1.5,0次过户,2019-12,2019-11,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/gz/222e147e9d901b48x.htm
日产 轩逸 2016款 1.6XL 手动豪华版,严选车,7.08,原价7.23万,2016-09,4.02万公里,国五,1.6,1次过户,2020-9,2019-9,已过期,1.6L 126马力 L4,5档手动变速箱(MT),https://www.guazi.com/zhuhai/225bcd2fa809719ex.htm
吉利 远景SUV 2016款 1.3T CVT旗舰型,严选车,5.96,原价6.23万,2016-12,2.94万公里,国五,1.3,0次过户,2020-12,2019-12,已过期,1.3T 133马力 L4,8档无级变速箱(CVT),https://www.guazi.com/nn/920bd0826fe0f517x.htm
本田 雅阁 2015款 2.0L LX 舒适版,严选车,11.79,原价12.3万,2015-04,9.87万公里,国五,2.0,0次过户,2021-4,2020-3,2020-3,2.0L 155马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/foshan/84ad9eff613f8da6x.htm
雪佛兰 科鲁兹 2017款 1.5L 自动先锋天窗版,严选车,6.48,原价7.05万,2017-08,5.4万公里,国五,1.5,0次过户,2019-8,2019-8,已过期,1.5L 114马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/9e744ff89ffd851ex.htm
马自达8 2011款 2.3L 至尊版,严选车,¥8.65,新车指导价27.10万(含税),2012-03,14.37万公里,国四,2.3,0次过户,2020-3,2020-4,已过期,2.3L 154马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/sz/92d13bf4fd751c75x.htm
江淮 瑞风M4 2016款 2.0L 手动豪华型,严选车,7.29,原价7.46万,2017-03,3.04万公里,国五,2.0,1次过户,2021-3,2020-3,已过期,2.0L 147马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/c1c11ed6b0d3bee3x.htm
宝马5系 2012款 520Li 典雅型,严选车,¥19.48,新车指导价46.50万(含税),2012-04,6.9万公里,国四,2.5,0次过户,2020-4,2020-4,已过期,2.5L 177马力 L6,8档手自一体变速箱(AT),https://www.guazi.com/sz/b52ad8e567098ad3x.htm
哈弗H6 Coupe 2015款 蓝标 2.0T 自动两驱尊贵型,严选车,¥7.81,新车指导价18.60万(含税),2015-08,8.13万公里,国五,2.0,0次过户,2019-8,2019-8,已过期,2.0T 194马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/f24201d8dc4e67e3x.htm
雪铁龙C6 2017款 380THP 尊贵型,严选车,¥13.31,新车指导价26.00万(含税),2017-02,7.69万公里,国五,1.8,0次过户,2021-2,2020-2,已过期,1.8T 204马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/foshan/a2aef652db8ed963x.htm
现代 索纳塔九 2015款 1.6T GLS智能型,严选车,10.10,原价10.69万,2015-06,8.72万公里,国五,1.6,0次过户,2019-6,2019-6,已过期,1.6T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/huizhou/006c33b9fb969aebx.htm
起亚 秀尔 2013款 1.6L AT Premium,严选车,4.75,原价5.01万,2013-10,5.16万公里,国四,1.6,1次过户,2019-11,2019-10,已过期,1.6L 123马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/dg/0707aa2345857547x.htm
宝骏560 2017款 律动版 1.5T 手动尊享型,严选车,6.42,原价6.52万,2017-05,1.47万公里,国五,1.5,0次过户,2021-5,2020-5,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/liuzhou/f4981f844401c2cfx.htm
东南DX7 2017款 1.5T 自动荣耀版,严选车,7.13,原价7.38万,2017-03,1.87万公里,国五,1.5,0次过户,2021-3,2019-7,已过期,1.5T 156马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/dg/bdce31d722ae0337x.htm
本田 歌诗图 2012款 2.4L 豪华版,严选车,¥11.33,新车指导价28.20万(含税),2013-05,10.12万公里,国四,2.4,1次过户,2020-5,2020-5,已过期,2.4L 197马力 L4,5档自动变速箱(AT),https://www.guazi.com/nn/a1c007c1b7288ab8x.htm
启辰R50 2013款 1.6L 手动时尚版,严选车,¥3.20,新车指导价7.50万(含税),2013-08,4.58万公里,国四,1.6,0次过户,2019-8,2019-8,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/zhongshan/bc85b21f00892dd5x.htm
凯迪拉克CT6 2017款 28T 豪华型,严选车,27.62,原价29.57万,2018-02,1.76万公里,国五,2.0,0次过户,2020-2,2020-1,已过期,2.0T 276马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/dg/dac58a4674eb0729x.htm
众泰 大迈X5 2017款 升级版 1.5T CVT总督型,严选车,5.32,原价5.46万,2016-10,4.57万公里,国五,1.5,0次过户,2020-10,2019-9,已过期,1.5T 150马力 L4,6档无级变速箱(CVT),https://www.guazi.com/dg/e811cd9f08b9428ax.htm
起亚 智跑 2016款 2.0L 自动两驱版GLS,严选车,¥10.38,新车指导价18.80万(含税),2017-12,5.22万公里,国五,2.0,0次过户,2019-12,2019-10,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/f122adff61083933x.htm
本田 思域 2016款 220TURBO CVT豪华版,严选车,¥12.56,新车指导价15.20万(含税),2017-11,2.43万公里,国五,1.5,0次过户,2019-11,2019-11,已过期,1.5T 177马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/gz/2f31b8c90da5b630x.htm
比亚迪S6 2014款 2.4L 自动尊贵型 5座,严选车,¥4.21,新车指导价11.90万(含税),2014-08,4.61万公里,国四,2.4,0次过户,2020-8,2019-8,已过期,2.4L 167马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/b2ec878e2c7d3f0ax.htm
北汽 北京BW007 2015款 2.0T 两驱豪华型,严选车,4.01,原价4.21万,2017-10,1.26万公里,国五,2.0,0次过户,2019-10,2019-7,已过期,2.0T 190马力 L4,6档手动变速箱(MT),https://www.guazi.com/gz/c55d809f581cfba1x.htm
铃木 天语 SX4 2011款 改款 1.6L 自动运动型,严选车,4.24,原价4.37万,2011-09,2.05万公里,国四,1.6,0次过户,2019-9,2019-9,已过期,1.6L 109马力 L4,4档自动变速箱(AT),https://www.guazi.com/nn/020a65c16f878c99x.htm
宝马1系 2018款 118i 运动型,严选车,15.33,原价16.22万,2018-04,1.73万公里,国五,1.5,0次过户,2020-4,2020-4,已过期,1.5T 136马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/huizhou/5a4dd8449ed7ec40x.htm
五菱宏光 2015款 1.5L S基本型,严选车,3.07,原价3.18万,2017-10,5.14万公里,国五,1.5,1次过户,2019-10,2019-10,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/gz/986378c44560e3bbx.htm
比亚迪F3 2015款 节能版 1.5L 手动舒适型,严选车,2.80,原价2.94万,2015-07,4.07万公里,国五,1.5,0次过户,2019-7,2019-6,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/9eab485abbde824dx.htm
日产 骊威 2010款 劲锐版 1.6L 手动标准型,严选车,3.37,原价3.64万,2012-05,9.8万公里,国四,1.6,0次过户,2020-5,2020-5,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/zhongshan/e226f0fe571a2ad4x.htm
奔驰GLA级 2016款 GLA 200 动感型,严选车,¥16.94,新车指导价29.30万(含税),2016-03,8.53万公里,国五,1.6,0次过户,2020-3,2020-3,2020-3,1.6T 156马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/foshan/670873ca7e5adaabx.htm
福特 翼搏 2017款 1.5L 自动风尚型,严选车,6.54,原价6.92万,2017-07,2.45万公里,国五,1.5,1次过户,2019-7,2019-7,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/nn/ae4762f5514ee753x.htm
Smart smart fortwo 2012款 1.0 MHD 硬顶标准版,严选车,¥4.00,新车指导价12.50万(含税),2012-02,5.71万公里,国四,1.0,1次过户,2020-2,2020-3,已过期,1.0L 70马力 L3,5档机械式自动变速箱(AMT),https://www.guazi.com/nn/108eee6fa93895fdx.htm
沃尔沃S60L 2014款 2.0T 智远版,严选车,13.13,原价13.81万,2014-06,6.76万公里,国四,2.0,0次过户,2020-6,2019-5,已过期,2.0T 180马力 L5,6档手自一体变速箱(AT),https://www.guazi.com/gz/488d6e873daedd5cx.htm
标致408 2015款 1.2T 自动豪华版,严选车,6.92,原价7.24万,2016-11,6.54万公里,国五,1.2,0次过户,2020-11,2019-11,已过期,1.2T 136马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/zhuhai/7ad351c434718789x.htm
奔驰C级 2018款 C 180 L 时尚型运动版,严选车,26.24,原价27.08万,2018-03,2.32万公里,国五,1.6,0次过户,2020-3,2020-2,已过期,1.6T 156马力 L4,9档手自一体变速箱(AT),https://www.guazi.com/dg/e68a44416ae34a30x.htm
传祺GS4 2017款 200T 手动两驱舒适版,严选车,5.75,原价5.89万,2017-10,3.08万公里,国五,1.3,0次过户,2019-10,2020-1,已过期,1.3T 137马力 L4,5档手动变速箱(MT),https://www.guazi.com/zhongshan/ee09d68c6f206db4x.htm
荣威i6 2017款 16T 自动旗舰版,严选车,6.60,原价7.22万,2017-09,1.75万公里,国五,1.0,0次过户,2019-9,2019-8,已过期,1.0T 125马力 L3,7档双离合变速箱(DCT),https://www.guazi.com/dg/ffcc422420f73200x.htm
奥迪A4L 2015款 35 TFSI 自动标准型,严选车,16.89,原价17.21万,2015-04,5.83万公里,国五,2.0,1次过户,2021-4,2020-2,已过期,2.0T 180马力 L4,8档无级变速箱(CVT),https://www.guazi.com/gz/af04ba6bb8e8d49fx.htm
标致508 2015款 1.6THP 自动致臻版,严选车,10.36,原价10.76万,2016-01,8.35万公里,国五,1.6,0次过户,2020-1,2020-1,已过期,1.6T 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/3eec8c23a7891431x.htm
本田 雅阁 2013款 2.4L SE,严选车,¥11.01,新车指导价24.90万(含税),2013-06,5.74万公里,国四,2.4,0次过户,2020-6,2020-6,已过期,2.4L 179马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/gz/08b6fbd33a25d168x.htm
海马M3 2014款 1.5L 手动标准型,严选车,¥2.76,新车指导价6.50万(含税),2014-04,5.69万公里,国四,1.5,0次过户,2020-4,2020-3,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/32ba1f703542b379x.htm
大众 高尔夫 2016款 230TSI 自动豪华型,严选车,¥9.80,新车指导价18.00万(含税),2015-12,6.2万公里,国五,1.4,0次过户,2019-12,2019-12,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/a127ceeed69e069fx.htm
现代 索纳塔九 2015款 1.6T GLX领先型,严选车,9.75,原价10.26万,2015-06,8.99万公里,国五,1.6,0次过户,2019-6,2019-6,已过期,1.6T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zhuhai/a1fadf2cb362b76dx.htm
标致4008 2017款 350THP 精英版,严选车,12.02,原价13.05万,2017-01,5.37万公里,国五,1.6,0次过户,2021-1,2020-1,已过期,1.6T 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/87bcb5360ac26aa2x.htm
海马S7 2013款 2.0L 自动智享型,严选车,3.73,原价3.92万,2013-12,10.02万公里,国四,2.0,1次过户,2019-12,2019-12,已过期,2.0L 150马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/huizhou/04afb134f4038607x.htm
MG3 2014款 1.3L 手动舒适版,严选车,2.58,原价2.67万,2014-08,4.75万公里,国四,1.3,0次过户,2020-8,2019-8,已过期,1.3L 92马力 L4,5档手动变速箱(MT),https://www.guazi.com/nn/f5760f3a850f1268x.htm
五菱宏光 2014款 1.5L S豪华型,严选车,3.08,原价3.16万,2014-12,8.22万公里,国四,1.5,1次过户,2020-12,2019-12,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/foshan/f70efecbefb5410ex.htm
丰田 卡罗拉 2014款 1.6L 手动GL,严选车,¥7.09,新车指导价11.70万(含税),2016-06,3.27万公里,国五,1.6,0次过户,2020-6,2019-6,已过期,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/c9c410dc17862f37x.htm
比亚迪 宋新能源 2017款 宋DM 1.5TID 全时四驱豪华型,严选车,¥12.13,新车指导价23.40万(含税),2018-03,1.38万公里,国五,1.5,0次过户,2020-3,2020-3,已过期,1.5T 154马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/3304c047c136644ex.htm
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,严选车,6.50,原价6.86万,2014-06,10.17万公里,国四,1.6,0次过户,2020-6,2020-5,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/7ca97911124c0a96x.htm
铃木 利亚纳A6 2015款 两厢 1.4L 手动畅想型,严选车,¥2.74,新车指导价6.10万(含税),2014-04,4.01万公里,国四,1.4,0次过户,2020-4,2020-4,已过期,1.4L 101马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/fe46deede7eaf505x.htm
大众 凌渡 2015款 230TSI DSG风尚版,严选车,10.08,原价10.41万,2016-07,3.57万公里,国五,1.4,0次过户,2020-7,2019-7,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/nn/72c5e879fa154022x.htm
奥迪Q5 2013款 40 TFSI 舒适型,严选车,¥20.69,新车指导价52.30万(含税),2013-10,9.96万公里,国四,2.0,0次过户,2019-10,2019-10,已过期,2.0T 211马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/sz/23dae87e1cf618ccx.htm
起亚K5 2014款 2.0L 自动LUXURY,严选车,8.80,原价9.2万,2014-11,5.95万公里,国四,2.0,0次过户,2020-11,2019-11,2019-11,2.0L 162马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/a04637a971d58566x.htm
吉利 博瑞 2015款 1.8T 尊贵型,严选车,¥8.89,新车指导价17.00万(含税),2017-04,2.85万公里,国五,1.8,0次过户,2021-4,2020-4,已过期,1.8T 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nn/cae2b9508b9514eex.htm
宝骏510 2017款 1.5L 手动豪华型,严选车,4.75,原价4.82万,2017-11,1.82万公里,国五,1.5,0次过户,2019-11,2020-3,已过期,1.5L 112马力 L4,6档手动变速箱(MT),https://www.guazi.com/dg/ce3edf1705ec20f3x.htm
北汽幻速S3L 2016款 S3L 1.5L 手动尊贵型,严选车,3.94,原价4.09万,2017-03,6.68万公里,国五,1.5,0次过户,2021-3,2020-2,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/gz/3dea27f3a4e4004cx.htm
